DATE_FROM,DATE_TO,PRODUCT_TYPE,TENDER_NUMBER,PRODUCTNAME,CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEMAND_[MW],AUSTRIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEFICIT(-)_SURPLUS(+)_[MW],BELGIUM_DEMAND_[MW],BELGIUM_SETTLEMENTCAPACITY_PRICE_[EUR/MW],BELGIUM_DEFICIT(-)_SURPLUS(+)_[MW],DENMARK_DEMAND_[MW],DENMARK_SETTLEMENTCAPACITY_PRICE_[EUR/MW],DENMARK_DEFICIT(-)_SURPLUS(+)_[MW],FRANCE_DEMAND_[MW],FRANCE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],FRANCE_DEFICIT(-)_SURPLUS(+)_[MW],GERMANY_DEMAND_[MW],GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],GERMANY_DEFICIT(-)_SURPLUS(+)_[MW],NETHERLANDS_DEMAND_[MW],NETHERLANDS_SETTLEMENTCAPACITY_PRICE_[EUR/MW],NETHERLANDS_DEFICIT(-)_SURPLUS(+)_[MW],SLOVENIA_DEMAND_[MW],SLOVENIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SLOVENIA_DEFICIT(-)_SURPLUS(+)_[MW],SWITZERLAND_DEMAND_[MW],SWITZERLAND_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SWITZERLAND_DEFICIT(-)_SURPLUS(+)_[MW]
12/10/2022,12/10/2022,FCR,1,NEGPOS_16_20,"111,66",73,"111,66",2,86,"111,66",-56,22,"111,66",-20,489,"111,66",60,555,"111,66",69,116,"111,66",-40,15,"111,66",-9,64,"111,66",-1
12/10/2022,12/10/2022,FCR,1,NEGPOS_20_24,"79,2",73,"79,2",4,86,"79,2",-55,22,"79,2",-21,489,"79,2",51,555,"79,2",95,116,"79,2",-40,15,"79,2",-15,64,"79,2",-18
13/10/2022,13/10/2022,FCR,1,NEGPOS_00_04,79,73,79,26,86,79,-54,22,79,-21,489,79,29,555,79,91,116,79,-40,15,79,-15,64,79,-16
13/10/2022,13/10/2022,FCR,1,NEGPOS_04_08,"147,16",73,"147,16",30,86,"147,16",-54,22,"147,16",-20,489,"147,16",48,555,"147,16",70,116,"147,16",-40,15,"147,16",-9,64,"147,16",-25
13/10/2022,13/10/2022,FCR,1,NEGPOS_08_12,"115,77",73,"115,77",17,86,"115,77",-56,22,"115,77",-20,489,"115,77",15,555,"115,77",71,116,"115,77",-40,15,"115,77",-9,64,"115,77",22
13/10/2022,13/10/2022,FCR,1,NEGPOS_12_16,"109,43",73,"109,43",39,86,"109,43",-56,22,"109,43",-20,489,"109,43",23,555,"109,43",95,116,"109,43",-40,15,"109,43",-8,64,"109,43",-26
13/10/2022,13/10/2022,FCR,1,NEGPOS_16_20,"55,6",73,"55,6",14,86,"55,6",-56,22,"55,6",-21,489,"55,6",89,555,"55,6",49,116,"55,6",-45,15,"55,6",-15,64,"55,6",-15
13/10/2022,13/10/2022,FCR,1,NEGPOS_20_24,115,73,115,30,86,115,-54,22,115,-20,489,115,49,555,115,69,116,115,-40,15,115,-9,64,115,-25
14/10/2022,14/10/2022,FCR,1,NEGPOS_00_04,"68,34",73,"68,34",26,86,"68,34",-54,22,"68,34",-21,489,"68,34",35,555,"68,34",94,116,"68,34",-41,15,"68,34",-15,64,"68,34",-19
14/10/2022,14/10/2022,FCR,1,NEGPOS_04_08,131,73,131,29,86,131,-56,22,131,-20,489,131,-2,555,131,123,116,131,-41,15,131,-9,64,131,-24
14/10/2022,14/10/2022,FCR,1,NEGPOS_08_12,"108,39",73,"108,39",39,86,"108,39",-56,22,"108,39",-20,489,"108,39",52,555,"108,39",46,116,"108,39",-41,15,"108,39",-6,64,"108,39",-14
14/10/2022,14/10/2022,FCR,1,NEGPOS_12_16,117,73,117,37,86,117,-56,22,117,-20,489,117,-5,555,117,112,116,117,-41,15,117,-8,64,117,-19
14/10/2022,14/10/2022,FCR,1,NEGPOS_16_20,"123,37",73,"123,37",33,86,"123,37",-56,22,"123,37",-20,489,"123,37",38,555,"123,37",71,116,"123,37",-41,15,"123,37",-9,64,"123,37",-15
14/10/2022,14/10/2022,FCR,1,NEGPOS_20_24,89,73,89,19,86,89,-54,22,89,-21,489,89,32,555,89,101,116,89,-41,15,89,-14,64,89,-22
15/10/2022,15/10/2022,FCR,1,NEGPOS_00_04,"80,68",73,"80,68",26,86,"80,68",-59,22,"80,68",-20,489,"80,68",52,555,"80,68",65,116,"80,68",-40,15,"80,68",-15,64,"80,68",-9
15/10/2022,15/10/2022,FCR,1,NEGPOS_04_08,"165,3",73,"165,3",32,86,"165,3",-59,22,"165,3",-19,489,"165,3",7,555,"165,3",89,116,"165,3",-40,15,"165,3",-9,64,"165,3",-1
15/10/2022,15/10/2022,FCR,1,NEGPOS_08_12,"186,88",73,"186,88",25,86,"186,88",-60,22,"186,88",-19,489,"186,88",25,555,"186,88",63,116,"186,88",-40,15,"186,88",-9,64,"186,88",15
15/10/2022,15/10/2022,FCR,1,NEGPOS_12_16,"175,64",73,"175,64",21,86,"175,64",-60,22,"175,64",-19,489,"175,64",54,555,"175,64",61,116,"175,64",-40,15,"175,64",-8,64,"175,64",-9
15/10/2022,15/10/2022,FCR,1,NEGPOS_16_20,"147,08",73,"147,08",38,86,"147,08",-60,22,"147,08",-19,489,"147,08",52,555,"147,08",63,116,"147,08",-43,15,"147,08",-9,64,"147,08",-22
15/10/2022,15/10/2022,FCR,1,NEGPOS_20_24,140,73,140,32,86,140,-59,22,140,-19,489,140,25,555,140,90,116,140,-43,15,140,-6,64,140,-20
16/10/2022,16/10/2022,FCR,1,NEGPOS_00_04,"137,9",73,"137,9",30,86,"137,9",-56,22,"137,9",-19,489,"137,9",86,555,"137,9",28,116,"137,9",-40,15,"137,9",-8,64,"137,9",-21
16/10/2022,16/10/2022,FCR,1,NEGPOS_04_08,"129,64",73,"129,64",22,86,"129,64",-56,22,"129,64",-19,489,"129,64",97,555,"129,64",39,116,"129,64",-40,15,"129,64",-8,64,"129,64",-35
16/10/2022,16/10/2022,FCR,1,NEGPOS_08_12,136,73,136,29,86,136,-57,22,136,-19,489,136,120,555,136,14,116,136,-40,15,136,-8,64,136,-32
16/10/2022,16/10/2022,FCR,1,NEGPOS_12_16,"190,65",73,"190,65",30,86,"190,65",-57,22,"190,65",-18,489,"190,65",100,555,"190,65",21,116,"190,65",-40,15,"190,65",-8,64,"190,65",-28
16/10/2022,16/10/2022,FCR,1,NEGPOS_16_20,173,73,173,37,86,173,-57,22,173,-19,489,173,98,555,173,32,116,173,-40,15,173,-9,64,173,-42
16/10/2022,16/10/2022,FCR,1,NEGPOS_20_24,"102,23",73,"102,23",35,86,"102,23",-56,22,"102,23",-20,489,"102,23",21,555,"102,23",128,116,"102,23",-40,15,"102,23",-9,64,140,-44
17/10/2022,17/10/2022,FCR,1,NEGPOS_00_04,116,73,116,30,86,116,-54,22,116,-20,489,116,26,555,116,84,116,116,-40,15,116,-9,64,116,-17
17/10/2022,17/10/2022,FCR,1,NEGPOS_04_08,"123,2",73,"123,2",31,86,"123,2",-54,22,"123,2",-19,489,"123,2",55,555,"123,2",80,116,"123,2",-40,15,"123,2",-9,64,155,-44
17/10/2022,17/10/2022,FCR,1,NEGPOS_08_12,199,73,199,64,86,199,-59,22,199,-18,489,199,-44,555,199,129,116,199,-40,15,199,-9,64,199,-22
17/10/2022,17/10/2022,FCR,1,NEGPOS_12_16,"251,36",73,"251,36",37,86,"251,36",-56,22,"251,36",-18,489,"251,36",-50,555,"251,36",160,116,"251,36",-40,15,"251,36",-9,64,"251,36",-24
17/10/2022,17/10/2022,FCR,1,NEGPOS_16_20,"90,94",73,"90,94",29,86,"90,94",-56,22,"90,94",-20,489,"90,94",47,555,"90,94",97,116,"90,94",-45,15,"90,94",-15,64,"90,94",-27
17/10/2022,17/10/2022,FCR,1,NEGPOS_20_24,99,73,99,28,86,99,-54,22,99,-20,489,99,56,555,99,89,116,99,-40,15,99,-15,64,106,-44
18/10/2022,18/10/2022,FCR,1,NEGPOS_00_04,116,73,116,41,86,116,-54,22,116,-20,489,116,-6,555,116,103,116,116,-40,15,116,-9,64,116,-15
18/10/2022,18/10/2022,FCR,1,NEGPOS_04_08,244,73,244,12,86,244,-54,22,244,-18,489,244,-5,555,244,158,116,244,-40,15,244,-9,64,244,-34
18/10/2022,18/10/2022,FCR,1,NEGPOS_08_12,"125,61",73,"125,61",24,86,"125,61",-56,22,"125,61",-20,489,"125,61",48,555,"125,61",78,116,"125,61",-40,15,"125,61",-8,64,"125,61",-23
18/10/2022,18/10/2022,FCR,1,NEGPOS_12_16,241,73,241,52,86,241,-56,22,241,-18,489,241,25,555,241,72,116,241,-40,15,241,-8,64,241,-27
18/10/2022,18/10/2022,FCR,1,NEGPOS_16_20,140,73,140,20,86,140,-56,22,140,-20,489,140,74,555,140,51,116,140,-40,15,140,-9,64,140,-20
18/10/2022,18/10/2022,FCR,1,NEGPOS_20_24,"168,5",73,"168,5",16,86,"168,5",-54,22,"168,5",-20,489,"168,5",32,555,"168,5",92,116,"168,5",-40,15,"168,5",-9,64,"168,5",-17
19/10/2022,19/10/2022,FCR,1,NEGPOS_00_04,"233,99",73,"233,99",10,86,"233,99",-54,22,"233,99",-17,489,"233,99",49,555,"233,99",68,116,"233,99",-40,15,"233,99",-9,64,"233,99",3
19/10/2022,19/10/2022,FCR,1,NEGPOS_04_08,"197,43",73,"197,43",11,86,"197,43",-54,22,"197,43",-20,489,"197,43",76,555,"197,43",68,116,"197,43",-40,15,"197,43",-9,64,"197,43",-27
19/10/2022,19/10/2022,FCR,1,NEGPOS_08_12,"144,91",73,"144,91",47,86,"144,91",-56,22,"144,91",-20,489,"144,91",4,555,"144,91",68,116,"144,91",-49,15,"144,91",-8,64,"144,91",15
19/10/2022,19/10/2022,FCR,1,NEGPOS_12_16,"222,4",73,"222,4",23,86,"222,4",-56,22,"222,4",-17,489,"222,4",-22,555,"222,4",79,116,"222,4",-49,15,"222,4",-8,64,"222,4",50
19/10/2022,19/10/2022,FCR,1,NEGPOS_16_20,"177,1",73,"177,1",48,86,"177,1",-56,22,"177,1",-20,489,"177,1",24,555,"177,1",42,116,"177,1",-40,15,"177,1",-9,64,"177,1",11
19/10/2022,19/10/2022,FCR,1,NEGPOS_20_24,"162,34",73,"162,34",18,86,"162,34",-54,22,"162,34",-20,489,"162,34",17,555,"162,34",49,116,"162,34",-40,15,"162,34",-9,64,"162,34",39
20/10/2022,20/10/2022,FCR,1,NEGPOS_00_04,165,73,165,20,86,165,-55,22,165,-17,489,165,25,555,165,82,116,165,-41,15,165,-9,64,165,-5
20/10/2022,20/10/2022,FCR,1,NEGPOS_04_08,"136,72",73,"136,72",21,86,"136,72",-55,22,"136,72",-20,489,"136,72",67,555,"136,72",81,116,"136,72",-41,15,"136,72",-9,64,"136,72",-44
20/10/2022,20/10/2022,FCR,1,NEGPOS_08_12,"146,12",73,"146,12",48,86,"146,12",-56,22,"146,12",-20,489,"146,12",38,555,"146,12",20,116,"146,12",-41,15,"146,12",-9,64,"146,12",22
20/10/2022,20/10/2022,FCR,1,NEGPOS_12_16,199,73,199,31,86,199,-56,22,199,-17,489,199,60,555,199,64,116,199,-41,15,199,-8,64,199,-32
20/10/2022,20/10/2022,FCR,1,NEGPOS_16_20,100,73,100,35,86,100,-56,22,100,-20,489,100,104,555,100,19,116,100,-41,15,100,-9,64,100,-32
20/10/2022,20/10/2022,FCR,1,NEGPOS_20_24,"158,8",73,"158,8",35,86,"158,8",-55,22,"158,8",-20,489,"158,8",73,555,"158,8",45,116,"158,8",-41,15,"158,8",-9,64,"158,8",-28
21/10/2022,21/10/2022,FCR,1,NEGPOS_00_04,168,73,168,20,86,168,-53,22,168,-17,489,168,80,555,168,17,116,168,-40,15,168,-9,64,168,2
21/10/2022,21/10/2022,FCR,1,NEGPOS_04_08,139,73,139,25,86,139,-53,22,139,-20,489,139,107,555,139,2,116,139,-40,15,139,-9,64,139,-12
21/10/2022,21/10/2022,FCR,1,NEGPOS_08_12,"99,93",73,"99,93",33,86,"99,93",-55,22,"99,93",-20,489,"99,93",69,555,"99,93",-15,116,"99,93",-40,15,"99,93",-15,64,"99,93",43
21/10/2022,21/10/2022,FCR,1,NEGPOS_12_16,"102,4",73,"102,4",27,86,"102,4",-55,22,"102,4",-20,489,"102,4",115,555,"102,4",5,116,"102,4",-40,15,"102,4",-8,64,"102,4",-20
21/10/2022,21/10/2022,FCR,1,NEGPOS_16_20,76,73,76,26,86,76,-55,22,76,-21,489,"59,84",146,555,76,-18,116,76,-40,15,76,-15,64,76,-23
21/10/2022,21/10/2022,FCR,1,NEGPOS_20_24,"107,16",73,"107,16",35,86,"107,16",-53,22,"107,16",-20,489,"107,16",107,555,"107,16",13,116,"107,16",-40,15,"107,16",-9,64,"107,16",-33
22/10/2022,22/10/2022,FCR,1,NEGPOS_00_04,100,73,100,19,86,100,-54,22,100,-20,489,100,125,555,100,-3,116,100,-39,15,100,-12,64,100,-16
22/10/2022,22/10/2022,FCR,1,NEGPOS_04_08,205,73,205,23,86,205,-55,22,205,-17,489,205,69,555,205,22,116,205,-39,15,205,-9,64,205,6
22/10/2022,22/10/2022,FCR,1,NEGPOS_08_12,"199,92",73,"199,92",27,86,"199,92",-55,22,"199,92",-18,489,"199,92",53,555,"199,92",22,116,"199,92",-39,15,"199,92",-9,64,"199,92",19
22/10/2022,22/10/2022,FCR,1,NEGPOS_12_16,125,73,125,21,86,125,-55,22,125,-19,489,125,68,555,125,22,116,125,-39,15,125,-8,64,125,10
22/10/2022,22/10/2022,FCR,1,NEGPOS_16_20,"138,32",73,"138,32",32,86,"138,32",-55,22,"138,32",-20,489,"138,32",103,555,"138,32",-3,116,"138,32",-42,15,"138,32",-9,64,"138,32",-6
22/10/2022,22/10/2022,FCR,1,NEGPOS_20_24,"150,58",73,"150,58",35,86,"150,58",-55,22,"150,58",-20,489,"150,58",62,555,"150,58",22,116,"150,58",-42,15,"150,58",-9,64,"150,58",7
23/10/2022,23/10/2022,FCR,1,NEGPOS_00_04,95,73,95,37,86,95,-54,22,95,-20,489,95,96,555,95,-1,116,95,-42,15,95,-15,64,95,-1
23/10/2022,23/10/2022,FCR,1,NEGPOS_04_08,"64,48",73,"64,48",37,86,"64,48",-54,22,"64,48",-21,489,"64,48",140,555,"64,48",-1,116,"64,48",-42,15,"64,48",-15,64,"74,1",-44
23/10/2022,23/10/2022,FCR,1,NEGPOS_08_12,"71,96",73,"71,96",33,86,"71,96",-55,22,"71,96",-21,489,"71,96",130,555,"71,96",-1,116,"71,96",-39,15,"71,96",-14,64,"71,96",-33
23/10/2022,23/10/2022,FCR,1,NEGPOS_12_16,85,73,85,20,86,85,-55,22,85,-20,489,85,137,555,85,-1,116,85,-39,15,85,-14,64,85,-28
23/10/2022,23/10/2022,FCR,1,NEGPOS_16_20,"84,64",73,"84,64",34,86,"84,64",-55,22,"84,64",-20,489,"84,64",134,555,"84,64",-1,116,"84,64",-39,15,"84,64",-15,64,"84,64",-38
23/10/2022,23/10/2022,FCR,1,NEGPOS_20_24,94,73,94,37,86,94,-54,22,94,-20,489,94,89,555,94,24,116,94,-39,15,94,-15,64,94,-22
24/10/2022,24/10/2022,FCR,1,NEGPOS_00_04,"198,39",73,"198,39",21,86,"198,39",-55,22,"198,39",-17,489,"198,39",108,555,"198,39",-31,116,"198,39",-39,15,"198,39",-9,64,"198,39",24
24/10/2022,24/10/2022,FCR,1,NEGPOS_04_08,"165,56",73,"165,56",31,86,"165,56",-55,22,"165,56",-20,489,"165,56",92,555,"165,56",16,116,"165,56",-39,15,"165,56",-9,64,"165,56",-16
24/10/2022,24/10/2022,FCR,1,NEGPOS_08_12,"132,36",73,"132,36",40,86,"132,36",-55,22,"132,36",-20,489,"132,36",77,555,"132,36",17,116,"132,36",-39,15,"132,36",-9,64,"132,36",-11
24/10/2022,24/10/2022,FCR,1,NEGPOS_12_16,"239,92",73,"239,92",45,86,"239,92",-55,22,"239,92",-17,489,"239,92",32,555,"239,92",44,116,"239,92",-39,15,"239,92",-8,64,"239,92",-2
24/10/2022,24/10/2022,FCR,1,NEGPOS_16_20,"120,04",73,"120,04",32,86,"120,04",-55,22,"120,04",-20,489,"120,04",114,555,"120,04",5,116,"120,04",-39,15,"120,04",-9,64,"120,04",-28
24/10/2022,24/10/2022,FCR,1,NEGPOS_20_24,"85,6",73,"85,6",35,86,"85,6",-55,22,"85,6",-20,489,"85,6",98,555,"85,6",36,116,"85,6",-39,15,"85,6",-15,64,"85,6",-38
25/10/2022,25/10/2022,FCR,1,NEGPOS_00_04,"70,84",73,"70,84",-5,86,"70,84",-55,22,"70,84",-21,489,"70,84",137,555,"70,84",4,116,"70,84",-39,15,"70,84",-15,64,"70,84",-6
25/10/2022,25/10/2022,FCR,1,NEGPOS_04_08,146,73,146,17,86,146,-55,22,146,-19,489,146,110,555,146,34,116,146,-39,15,146,-9,64,146,-39
25/10/2022,25/10/2022,FCR,1,NEGPOS_08_12,"125,91",73,"125,91",52,86,"125,91",-54,22,"125,91",-19,489,"125,91",13,555,"125,91",24,116,"125,91",-39,15,"125,91",-8,64,"125,91",31
25/10/2022,25/10/2022,FCR,1,NEGPOS_12_16,"187,85",73,"187,85",33,86,"187,85",-54,22,"187,85",-18,489,"187,85",10,555,"187,85",45,116,"187,85",-39,15,"187,85",-8,64,"187,85",33
25/10/2022,25/10/2022,FCR,1,NEGPOS_16_20,"76,8",73,"76,8",33,86,"76,8",-55,22,"76,8",-21,489,"76,8",103,555,"76,8",-1,116,"76,8",-39,15,"76,8",-15,64,"76,8",-5
25/10/2022,25/10/2022,FCR,1,NEGPOS_20_24,76,73,76,20,86,76,-55,22,76,-21,489,76,100,555,76,39,116,76,-39,15,76,-15,64,76,-29
26/10/2022,26/10/2022,FCR,1,NEGPOS_00_04,84,73,84,7,86,84,-53,22,84,-20,489,84,91,555,84,21,116,84,-39,15,84,-14,64,84,7
26/10/2022,26/10/2022,FCR,1,NEGPOS_04_08,"121,28",73,"121,28",8,86,"121,28",-53,22,"121,28",-19,489,"121,28",113,555,"121,28",47,116,"121,28",-39,15,"121,28",-8,64,"121,28",-39
26/10/2022,26/10/2022,FCR,1,NEGPOS_08_12,"92,09",73,"92,09",28,86,"92,09",-55,22,"92,09",-20,489,"92,09",56,555,"92,09",20,116,"92,09",-39,15,"92,09",-12,64,"92,09",22
26/10/2022,26/10/2022,FCR,1,NEGPOS_12_16,100,73,100,18,86,100,-55,22,100,-20,489,100,34,555,100,53,116,100,-39,15,100,-7,64,100,16
26/10/2022,26/10/2022,FCR,1,NEGPOS_16_20,"63,36",73,"63,36",25,86,"63,36",-55,22,"63,36",-21,489,"63,36",136,555,"63,36",-1,116,"63,36",-42,15,"63,36",-14,64,"63,36",-28
26/10/2022,26/10/2022,FCR,1,NEGPOS_20_24,75,73,75,16,86,75,-53,22,75,-21,489,75,137,555,75,20,116,75,-42,15,75,-14,64,75,-43
27/10/2022,27/10/2022,FCR,1,NEGPOS_00_04,71,73,71,7,86,71,-55,22,71,-21,489,71,91,555,71,49,116,71,-39,15,71,-14,64,71,-18
27/10/2022,27/10/2022,FCR,1,NEGPOS_04_08,94,73,94,6,86,94,-55,22,94,-20,489,94,112,555,94,48,116,94,-39,15,94,-14,64,94,-38
27/10/2022,27/10/2022,FCR,1,NEGPOS_08_12,79,73,79,37,86,79,-56,22,79,-21,489,79,14,555,79,43,116,79,-39,15,79,-14,64,79,46
27/10/2022,27/10/2022,FCR,1,NEGPOS_12_16,60,73,60,22,86,60,-56,22,60,-21,489,60,90,555,60,48,116,60,-39,15,60,-13,64,60,-31
27/10/2022,27/10/2022,FCR,1,NEGPOS_16_20,"31,92",73,"31,92",-2,86,"31,92",-56,22,"31,92",-22,489,"31,92",131,555,"31,92",48,116,"31,92",-50,15,"31,92",-15,64,"31,92",-34
27/10/2022,27/10/2022,FCR,1,NEGPOS_20_24,69,73,69,27,86,69,-55,22,69,-21,489,69,85,555,69,49,116,69,-39,15,69,-14,64,69,-32
28/10/2022,28/10/2022,FCR,1,NEGPOS_00_04,69,73,69,11,86,69,-55,22,69,-21,489,69,94,555,69,14,116,69,-38,15,69,-15,64,69,10
28/10/2022,28/10/2022,FCR,1,NEGPOS_04_08,"94,31",73,"94,31",27,86,"94,31",-55,22,"94,31",-20,489,"94,31",65,555,"94,31",87,116,"94,31",-38,15,"94,31",-15,64,"94,31",-43
28/10/2022,28/10/2022,FCR,1,NEGPOS_08_12,"92,09",73,"92,09",53,86,"92,09",-56,22,"92,09",-20,489,"92,09",18,555,"92,09",72,116,"92,09",-38,15,"92,09",-14,64,"92,09",-15
28/10/2022,28/10/2022,FCR,1,NEGPOS_12_16,"85,48",73,"85,48",32,86,"85,48",-56,22,"85,48",-20,489,"85,48",80,555,"85,48",49,116,"85,48",-38,15,"85,48",-14,64,"85,48",-33
28/10/2022,28/10/2022,FCR,1,NEGPOS_16_20,"36,1",73,"36,1",4,86,"36,1",-56,22,"36,1",-22,489,"36,1",115,555,"36,1",21,116,"36,1",-49,15,"36,1",-15,64,"36,1",2
28/10/2022,28/10/2022,FCR,1,NEGPOS_20_24,"50,12",73,"50,12",22,86,"50,12",-55,22,"50,12",-22,489,"50,12",128,555,"50,12",21,116,"50,12",-38,15,"50,12",-15,64,"50,12",-41
29/10/2022,29/10/2022,FCR,1,NEGPOS_00_04,71,73,71,17,86,71,-56,22,71,-21,489,71,90,555,71,31,116,71,-38,15,71,-15,64,71,-8
29/10/2022,29/10/2022,FCR,1,NEGPOS_04_08,94,73,94,23,86,94,-56,22,94,-20,489,94,76,555,94,55,116,94,-38,15,94,-15,64,94,-25
29/10/2022,29/10/2022,FCR,1,NEGPOS_08_12,"65,08",73,"65,08",30,86,"65,08",-57,22,"65,08",-21,489,"65,08",70,555,"65,08",74,116,"65,08",-38,15,"65,08",-15,64,"65,08",-43
29/10/2022,29/10/2022,FCR,1,NEGPOS_12_16,61,73,61,20,86,61,-57,22,61,-21,489,61,81,555,61,29,116,61,-38,15,61,-14,64,61,0
29/10/2022,29/10/2022,FCR,1,NEGPOS_16_20,50,73,50,30,86,50,-57,22,50,-22,489,50,110,555,50,9,116,50,-38,15,50,-15,64,50,-17
29/10/2022,29/10/2022,FCR,1,NEGPOS_20_24,"56,28",73,"56,28",28,86,"56,28",-56,22,"56,28",-21,489,"56,28",85,555,"56,28",10,116,"56,28",-38,15,"56,28",-15,64,"56,28",7
30/10/2022,30/10/2022,FCR,1,NEGPOS_00_04,88,73,88,25,86,88,-60,22,88,-21,489,88,59,555,88,80,116,88,-38,15,88,-15,64,88,-30
30/10/2022,30/10/2022,FCR,1,NEGPOS_04_08,71,73,71,25,86,71,-60,22,71,-21,489,71,72,555,71,62,116,71,-38,15,71,-15,64,71,-25
30/10/2022,30/10/2022,FCR,1,NEGPOS_08_12,60,73,60,29,86,60,-60,22,60,-21,489,60,128,555,60,16,116,60,-38,15,60,-15,64,60,-39
30/10/2022,30/10/2022,FCR,1,NEGPOS_12_16,"68,28",73,"68,28",24,86,"68,28",-60,22,"68,28",-21,489,"68,28",108,555,"68,28",34,116,"68,28",-38,15,"68,28",-14,64,"68,28",-33
30/10/2022,30/10/2022,FCR,1,NEGPOS_16_20,60,73,60,43,86,60,-60,22,60,-21,489,32,146,555,60,-22,116,60,-38,15,60,-15,64,60,-33
30/10/2022,30/10/2022,FCR,1,NEGPOS_20_24,60,73,60,41,86,60,-60,22,60,-21,489,60,136,555,60,-11,116,60,-38,15,60,-14,64,60,-33
30/10/2022,30/10/2022,FCR,2,NEGPOS_00_04,88,73,88,25,86,88,-60,22,88,-21,489,88,59,555,88,80,116,88,-38,15,88,-15,64,88,-30
30/10/2022,30/10/2022,FCR,2,NEGPOS_04_08,71,73,71,25,86,71,-60,22,71,-21,489,71,72,555,71,62,116,71,-38,15,71,-15,64,71,-25
30/10/2022,30/10/2022,FCR,2,NEGPOS_08_12,60,73,60,29,86,60,-60,22,60,-21,489,60,128,555,60,16,116,60,-38,15,60,-15,64,60,-39
30/10/2022,30/10/2022,FCR,2,NEGPOS_12_16,"68,28",73,"68,28",24,86,"68,28",-60,22,"68,28",-21,489,"68,28",108,555,"68,28",34,116,"68,28",-38,15,"68,28",-14,64,"68,28",-33
30/10/2022,30/10/2022,FCR,2,NEGPOS_16_20,60,73,60,43,86,60,-60,22,60,-21,489,32,146,555,60,-22,116,60,-38,15,60,-15,64,60,-33
30/10/2022,30/10/2022,FCR,2,NEGPOS_20_24,60,73,60,41,86,60,-60,22,60,-21,489,60,136,555,60,-11,116,60,-38,15,60,-14,64,60,-33
31/10/2022,31/10/2022,FCR,1,NEGPOS_00_04,"112,74",73,"112,74",25,86,"318,56",-54,22,"112,74",-21,489,"112,74",46,555,"112,74",95,116,"112,74",-38,15,"112,74",-9,64,"112,74",-35
31/10/2022,31/10/2022,FCR,1,NEGPOS_04_08,"77,76",73,"77,76",28,86,"285,84",-54,22,"77,76",-21,489,"77,76",87,555,"77,76",49,116,"77,76",-38,15,"77,76",-15,64,"77,76",-36
31/10/2022,31/10/2022,FCR,1,NEGPOS_08_12,"61,32",73,"61,32",41,86,"260,32",-54,22,"61,32",-21,489,"61,32",86,555,"61,32",31,116,"61,32",-43,15,"61,32",-14,64,"61,32",-26
31/10/2022,31/10/2022,FCR,1,NEGPOS_12_16,60,73,60,36,86,"219,6",-54,22,60,-21,489,60,48,555,60,76,116,60,-38,15,60,-14,64,60,-33
31/10/2022,31/10/2022,FCR,1,NEGPOS_16_20,"42,2",73,"42,2",10,86,"299,92",-54,22,"42,2",-22,489,"13,52",146,555,"42,2",9,116,"42,2",-43,15,"42,2",-15,64,"42,2",-31
31/10/2022,31/10/2022,FCR,1,NEGPOS_20_24,62,73,62,32,86,"277,08",-54,22,62,-21,489,62,87,555,62,43,116,62,-38,15,62,-14,64,62,-35
01/11/2022,01/11/2022,FCR,1,NEGPOS_00_04,"135,5",73,"135,5",23,86,"354,76",-54,22,"135,5",-20,489,"93,48",146,555,"135,5",-28,116,"135,5",-37,15,"135,5",-9,64,"135,5",-21
01/11/2022,01/11/2022,FCR,1,NEGPOS_04_08,"155,76",73,"155,76",31,86,"284,12",-54,22,"155,76",-20,489,"63,88",146,555,"155,76",-36,116,"155,76",-37,15,"155,76",-9,64,"155,76",-19
01/11/2022,01/11/2022,FCR,1,NEGPOS_08_12,"137,82",73,"137,82",63,86,"259,36",-54,22,"137,82",-20,489,"98,4",146,555,"137,82",-59,116,"137,82",-37,15,"137,82",-8,64,"137,82",-31
01/11/2022,01/11/2022,FCR,1,NEGPOS_12_16,"131,28",73,"131,28",58,86,"214,92",-54,22,"131,28",-20,489,"131,28",136,555,"131,28",-44,116,"131,28",-37,15,"131,28",-8,64,"131,28",-31
01/11/2022,01/11/2022,FCR,1,NEGPOS_16_20,"62,5",73,"62,5",23,86,"301,24",-54,22,"62,5",-21,489,"62,5",143,555,"62,5",-41,116,"62,5",-37,15,"62,5",-15,64,"62,5",2
01/11/2022,01/11/2022,FCR,1,NEGPOS_20_24,110,73,110,43,86,"278,12",-54,22,110,-20,489,"36,89",146,555,110,-15,116,110,-37,15,110,-9,64,110,-44
02/11/2022,02/11/2022,FCR,1,NEGPOS_00_04,"187,08",73,"187,08",24,86,"267,64",-54,22,"187,08",-21,489,"187,08",121,555,"187,08",1,116,"187,08",-34,15,"187,08",-9,64,"187,08",-28
02/11/2022,02/11/2022,FCR,1,NEGPOS_04_08,"146,89",73,"146,89",44,86,"265,16",-54,22,"146,89",-21,489,"78,6",146,555,"146,89",-25,116,"146,89",-35,15,"146,89",-9,64,160,-44
