DATE_FROM,DATE_TO,PRODUCT_TYPE,TENDER_NUMBER,PRODUCTNAME,CROSSBORDER_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEMAND_[MW],AUSTRIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],AUSTRIA_DEFICIT(-)_SURPLUS(+)_[MW],BELGIUM_DEMAND_[MW],BELGIUM_SETTLEMENTCAPACITY_PRICE_[EUR/MW],BELGIUM_DEFICIT(-)_SURPLUS(+)_[MW],DENMARK_DEMAND_[MW],DENMARK_SETTLEMENTCAPACITY_PRICE_[EUR/MW],DENMARK_DEFICIT(-)_SURPLUS(+)_[MW],FRANCE_DEMAND_[MW],FRANCE_SETTLEMENTCAPACITY_PRICE_[EUR/MW],FRANCE_DEFICIT(-)_SURPLUS(+)_[MW],GERMANY_DEMAND_[MW],GERMANY_SETTLEMENTCAPACITY_PRICE_[EUR/MW],GERMANY_DEFICIT(-)_SURPLUS(+)_[MW],NETHERLANDS_DEMAND_[MW],NETHERLANDS_SETTLEMENTCAPACITY_PRICE_[EUR/MW],NETHERLANDS_DEFICIT(-)_SURPLUS(+)_[MW],SLOVENIA_DEMAND_[MW],SLOVENIA_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SLOVENIA_DEFICIT(-)_SURPLUS(+)_[MW],SWITZERLAND_DEMAND_[MW],SWITZERLAND_SETTLEMENTCAPACITY_PRICE_[EUR/MW],SWITZERLAND_DEFICIT(-)_SURPLUS(+)_[MW]
01/01/2022,01/01/2022,FCR,1,NEGPOS_00_04,188,73,188,-43,86,"293,08",-60,22,188,-12,489,"177,32",146,555,188,43,116,188,-40,15,188,-8,64,188,-12
01/01/2022,01/01/2022,FCR,1,NEGPOS_04_08,168,73,168,-43,86,"267,48",-60,22,168,-12,489,"8,96",146,555,168,33,116,168,-40,15,168,-8,64,168,-16
01/01/2022,01/01/2022,FCR,1,NEGPOS_08_12,99,73,99,-39,86,"171,44",-60,22,99,-14,489,"67,64",146,555,99,34,116,99,-40,15,99,-13,64,99,-14
01/01/2022,01/01/2022,FCR,1,NEGPOS_12_16,"96,43",73,"96,43",-39,86,"200,56",-60,22,"96,43",-14,489,"96,43",108,555,"96,43",54,116,"96,43",-40,15,"96,43",-9,64,"96,43",0
01/01/2022,01/01/2022,FCR,1,NEGPOS_16_20,"48,4",73,"48,4",-39,86,"188,36",-60,22,"48,4",-14,489,"48,4",125,555,"48,4",30,116,"48,4",-40,15,"48,4",-6,64,"48,4",4
01/01/2022,01/01/2022,FCR,1,NEGPOS_20_24,"115,17",73,"115,17",-43,86,"167,6",-60,22,"115,17",-13,489,"115,17",132,555,"115,17",44,116,"115,17",-40,15,"115,17",-7,64,"115,17",-13
02/01/2022,02/01/2022,FCR,1,NEGPOS_00_04,185,73,185,-43,86,"273,84",-60,22,185,-12,489,"130,76",146,555,185,21,116,185,-40,15,185,-8,64,185,-4
02/01/2022,02/01/2022,FCR,1,NEGPOS_04_08,165,73,165,-43,86,"290,12",-60,22,165,-12,489,"65,24",146,555,165,28,116,165,-40,15,165,-8,64,165,-11
02/01/2022,02/01/2022,FCR,1,NEGPOS_08_12,"118,83",73,"118,83",-28,86,"234,68",-60,22,"118,83",-13,489,"118,83",85,555,"118,83",72,116,"118,83",-40,15,"118,83",-7,64,"118,83",-9
02/01/2022,02/01/2022,FCR,1,NEGPOS_12_16,136,73,136,-28,86,"238,32",-60,22,136,-13,489,136,64,555,136,92,116,136,-40,15,136,-6,64,136,-9
02/01/2022,02/01/2022,FCR,1,NEGPOS_16_20,99,73,99,-29,86,"201,6",-60,22,99,-13,489,99,124,555,99,29,116,99,-40,15,99,-6,64,99,-5
02/01/2022,02/01/2022,FCR,1,NEGPOS_20_24,"127,29",73,"127,29",-42,86,"261,44",-60,22,"127,29",-13,489,"94,16",146,555,"127,29",12,116,"127,29",-40,15,"127,29",-7,64,"127,29",4
03/01/2022,03/01/2022,FCR,1,NEGPOS_00_04,"122,2",73,"122,2",-3,86,"446,16",-60,22,"122,2",-13,489,"122,2",132,555,"122,2",-8,116,"122,2",-40,15,"122,2",-8,64,"122,2",0
03/01/2022,03/01/2022,FCR,1,NEGPOS_04_08,"137,4",73,"137,4",-3,86,"359,32",-60,22,"137,4",-13,489,"137,4",132,555,"137,4",4,116,"137,4",-40,15,"137,4",-8,64,"137,4",-12
03/01/2022,03/01/2022,FCR,1,NEGPOS_08_12,"110,67",73,"110,67",12,86,"110,67",-47,22,"110,67",-13,489,"110,67",-13,555,"110,67",89,116,"110,67",-40,15,"110,67",-3,64,"110,67",15
03/01/2022,03/01/2022,FCR,1,NEGPOS_12_16,110,73,110,12,86,110,-47,22,110,-13,489,110,-19,555,110,99,116,110,-40,15,110,-6,64,110,14
03/01/2022,03/01/2022,FCR,1,NEGPOS_16_20,82,73,82,1,86,82,-47,22,82,-14,489,82,54,555,82,39,116,82,-40,15,82,-6,64,82,13
03/01/2022,03/01/2022,FCR,1,NEGPOS_20_24,"93,34",73,"93,34",-3,86,"124,16",-60,22,"93,34",-14,489,"93,34",87,555,"93,34",64,116,"93,34",-40,15,"93,34",-14,64,"93,34",-20
04/01/2022,04/01/2022,FCR,1,NEGPOS_00_04,"89,5",73,"89,5",9,86,"330,6",-60,22,"100,67",-15,489,"89,5",36,555,"89,5",93,116,"89,5",-40,15,"89,5",-15,64,"89,5",-8
04/01/2022,04/01/2022,FCR,1,NEGPOS_04_08,99,73,99,9,86,"237,84",-60,22,"100,67",-15,489,99,59,555,99,83,116,99,-44,15,99,-15,64,99,-17
04/01/2022,04/01/2022,FCR,1,NEGPOS_08_12,"52,4",73,"52,4",-7,86,"73,84",-60,22,"100,67",-15,489,"52,4",44,555,"52,4",72,116,"52,4",-40,15,"52,4",-10,64,"52,4",16
04/01/2022,04/01/2022,FCR,1,NEGPOS_12_16,"56,67",73,"56,67",23,86,"100,56",-60,22,"100,67",-15,489,"56,67",-5,555,"56,67",82,116,"56,67",-40,15,"56,67",-13,64,"56,67",28
04/01/2022,04/01/2022,FCR,1,NEGPOS_16_20,"55,6",73,"55,6",5,86,"55,6",-47,22,"100,67",-15,489,"55,6",27,555,"55,6",81,116,"55,6",-40,15,"55,6",-6,64,"55,6",-5
04/01/2022,04/01/2022,FCR,1,NEGPOS_20_24,55,73,55,-9,86,"106,8",-60,22,"100,67",-15,489,55,66,555,55,88,116,55,-40,15,55,-14,64,55,-16
05/01/2022,05/01/2022,FCR,1,NEGPOS_00_04,"101,6",73,"101,6",-3,86,"252,32",-60,22,"101,6",-14,489,"101,6",120,555,"101,6",17,116,"101,6",-40,15,"101,6",-8,64,"101,6",-12
05/01/2022,05/01/2022,FCR,1,NEGPOS_04_08,"120,89",73,"120,89",-3,86,"203,04",-60,22,"120,89",-13,489,"120,89",130,555,"120,89",14,116,"120,89",-40,15,"120,89",-8,64,"120,89",-20
05/01/2022,05/01/2022,FCR,1,NEGPOS_08_12,"53,17",73,"53,17",-19,86,"103,04",-60,22,"160,8",-15,489,"53,17",29,555,"53,17",91,116,"53,17",-40,15,"53,17",-6,64,"53,17",20
05/01/2022,05/01/2022,FCR,1,NEGPOS_12_16,"91,41",73,"91,41",1,86,"138,48",-60,22,"91,41",-12,489,"91,41",-51,555,"91,41",133,116,"91,41",-40,15,"91,41",-10,64,"91,41",39
05/01/2022,05/01/2022,FCR,1,NEGPOS_16_20,82,73,82,13,86,82,-56,22,"82,15",-15,489,82,-23,555,82,88,116,82,-40,15,82,-6,64,82,39
05/01/2022,05/01/2022,FCR,1,NEGPOS_20_24,"55,2",73,"55,2",-17,86,"86,88",-60,22,"83,09",-15,489,"55,2",66,555,"55,2",111,116,"55,2",-40,15,"55,2",-15,64,"55,2",-30
06/01/2022,06/01/2022,FCR,1,NEGPOS_00_04,"63,52",73,"63,52",0,86,"199,28",-60,22,"111,81",-15,489,"63,52",49,555,"63,52",116,116,"63,52",-40,15,"63,52",-14,64,"63,52",-36
06/01/2022,06/01/2022,FCR,1,NEGPOS_04_08,"99,32",73,"99,32",0,86,"132,08",-60,22,"483,48",-15,489,"99,32",34,555,"99,32",123,116,"99,32",-44,15,"99,32",-14,64,"99,32",-24
06/01/2022,06/01/2022,FCR,1,NEGPOS_08_12,40,73,40,-28,86,"50,12",-60,22,"483,48",-15,489,40,56,555,40,107,116,40,-44,15,40,-7,64,40,-9
06/01/2022,06/01/2022,FCR,1,NEGPOS_12_16,38,73,38,-28,86,"97,28",-60,22,"483,48",-15,489,38,28,555,38,144,116,38,-40,15,38,-12,64,38,-17
06/01/2022,06/01/2022,FCR,1,NEGPOS_16_20,"38,4",73,"38,4",-28,86,89,-60,22,"483,48",-15,489,"38,4",81,555,"38,4",71,116,"38,4",-40,15,"38,4",-6,64,"38,4",-3
06/01/2022,06/01/2022,FCR,1,NEGPOS_20_24,"55,32",73,"55,32",-13,86,"262,68",-60,22,"483,48",-15,489,"55,32",66,555,"55,32",106,116,"55,32",-40,15,"55,32",-14,64,"55,32",-30
07/01/2022,07/01/2022,FCR,1,NEGPOS_00_04,"72,56",73,"72,56",17,86,"274,76",-60,22,"82,02",-15,489,"72,56",1,555,"72,56",136,116,"72,56",-40,15,"72,56",-14,64,"72,56",-25
07/01/2022,07/01/2022,FCR,1,NEGPOS_04_08,"86,71",73,"86,71",17,86,"218,4",-60,22,"86,71",-14,489,"86,71",22,555,"86,71",115,116,"86,71",-40,15,"86,71",-14,64,"86,71",-26
07/01/2022,07/01/2022,FCR,1,NEGPOS_08_12,40,73,40,-11,86,"97,16",-60,22,"80,54",-15,489,40,59,555,40,76,116,40,-40,15,40,-6,64,40,-3
07/01/2022,07/01/2022,FCR,1,NEGPOS_12_16,"40,86",73,"40,86",-9,86,"117,32",-60,22,"80,4",-15,489,"40,86",-20,555,"40,86",161,116,"40,86",-40,15,"40,86",-12,64,"40,86",-5
07/01/2022,07/01/2022,FCR,1,NEGPOS_16_20,"40,6",73,"40,6",-10,86,"40,6",-56,22,"80,81",-15,489,"40,6",69,555,"40,6",24,116,"40,6",-40,15,"40,6",-6,64,"40,6",34
07/01/2022,07/01/2022,FCR,1,NEGPOS_20_24,"55,2",73,"55,2",1,86,"89,48",-60,22,"80,81",-15,489,"55,2",73,555,"55,2",88,116,"55,2",-40,15,"55,2",-13,64,"55,2",-34
08/01/2022,08/01/2022,FCR,1,NEGPOS_00_04,"53,33",73,"53,33",0,86,"156,04",-60,22,"81,61",-15,489,"53,33",18,555,"53,33",144,116,"53,33",-40,15,"53,33",-14,64,"53,33",-33
08/01/2022,08/01/2022,FCR,1,NEGPOS_04_08,"89,67",73,"89,67",20,86,131,-60,22,"89,67",-14,489,"89,67",-35,555,"89,67",166,116,"89,67",-40,15,"89,67",-14,64,"89,67",-23
08/01/2022,08/01/2022,FCR,1,NEGPOS_08_12,100,73,100,34,86,100,-56,22,"322,08",-15,489,100,-76,555,100,165,116,100,-40,15,100,-2,64,100,-10
08/01/2022,08/01/2022,FCR,1,NEGPOS_12_16,48,73,48,-2,86,"130,16",-60,22,"81,61",-15,489,48,12,555,48,134,116,48,-40,15,48,-6,64,48,-23
08/01/2022,08/01/2022,FCR,1,NEGPOS_16_20,"51,67",73,"51,67",4,86,"143,52",-60,22,"81,21",-15,489,"51,67",10,555,"51,67",98,116,"51,67",-40,15,"51,67",-6,64,"51,67",11
08/01/2022,08/01/2022,FCR,1,NEGPOS_20_24,"93,75",73,"93,75",20,86,"310,88",-60,22,"322,08",-15,489,"93,75",79,555,"93,75",50,116,"93,75",-40,15,"93,75",-13,64,"93,75",-21
09/01/2022,09/01/2022,FCR,1,NEGPOS_00_04,100,73,100,17,86,"278,56",-60,22,100,-14,489,100,115,555,100,32,116,100,-40,15,100,-15,64,100,-35
09/01/2022,09/01/2022,FCR,1,NEGPOS_04_08,"167,24",73,"167,24",17,86,"288,76",-60,22,"167,24",-12,489,"167,24",98,555,"167,24",35,116,"167,24",-40,15,"167,24",-9,64,"167,24",-29
09/01/2022,09/01/2022,FCR,1,NEGPOS_08_12,"166,16",73,"166,16",31,86,"166,16",-56,22,"166,16",-12,489,"166,16",1,555,"166,16",102,116,"166,16",-40,15,"166,16",-6,64,"166,16",-20
09/01/2022,09/01/2022,FCR,1,NEGPOS_12_16,"111,94",73,"111,94",21,86,"111,94",-56,22,"111,94",-13,489,"111,94",-18,555,"111,94",139,116,"111,94",-40,15,"111,94",-5,64,"111,94",-28
09/01/2022,09/01/2022,FCR,1,NEGPOS_16_20,47,73,47,-9,86,"62,04",-60,22,47,-14,489,47,23,555,47,139,116,47,-44,15,47,-6,64,47,-29
09/01/2022,09/01/2022,FCR,1,NEGPOS_20_24,69,73,69,19,86,69,-56,22,69,-14,489,69,-30,555,55,167,116,69,-44,15,69,-13,64,69,-29
10/01/2022,10/01/2022,FCR,1,NEGPOS_00_04,"94,14",73,"94,14",4,86,"94,14",-56,22,"94,14",-14,489,"94,14",15,555,"94,14",121,116,"94,14",-44,15,"94,14",-13,64,"94,14",-13
10/01/2022,10/01/2022,FCR,1,NEGPOS_04_08,"125,04",73,"125,04",4,86,"125,04",-56,22,"125,04",-13,489,"125,04",17,555,"125,04",112,116,"125,04",-44,15,"125,04",-7,64,"125,04",-13
10/01/2022,10/01/2022,FCR,1,NEGPOS_08_12,"27,2",73,"27,2",-14,86,"208,8",-60,22,"79,8",-15,489,"3,52",146,555,"27,2",33,116,"27,2",-51,15,"27,2",-15,64,"27,2",-24
10/01/2022,10/01/2022,FCR,1,NEGPOS_12_16,26,73,26,-14,86,"183,52",-60,22,"79,8",-15,489,11,146,555,26,21,116,26,-47,15,26,-15,64,26,-16
10/01/2022,10/01/2022,FCR,1,NEGPOS_16_20,"31,68",73,"31,68",-14,86,"226,92",-60,22,"79,8",-15,489,"3,4",146,555,"31,68",24,116,"31,68",-44,15,"31,68",-12,64,"31,68",-25
10/01/2022,10/01/2022,FCR,1,NEGPOS_20_24,"76,6",73,"76,6",4,86,"104,2",-60,22,"79,8",-15,489,"76,6",13,555,"76,6",128,116,"76,6",-44,15,"76,6",-14,64,"76,6",-12
11/01/2022,11/01/2022,FCR,1,NEGPOS_00_04,"130,26",73,"130,26",18,86,"130,26",-56,22,"130,26",-13,489,"130,26",-6,555,"130,26",114,116,"130,26",-40,15,"130,26",-7,64,"130,26",-10
11/01/2022,11/01/2022,FCR,1,NEGPOS_04_08,"193,18",73,"193,18",18,86,"193,18",-59,22,"193,18",-13,489,"193,18",-17,555,"193,18",97,116,"193,18",-40,15,"193,18",-7,64,"193,18",22
11/01/2022,11/01/2022,FCR,1,NEGPOS_08_12,"27,72",73,"27,72",-9,86,"188,68",-60,22,"67,8",-15,489,"27,72",108,555,"27,72",28,116,"27,72",-44,15,"27,72",-15,64,"27,72",7
11/01/2022,11/01/2022,FCR,1,NEGPOS_12_16,"40,9",73,"40,9",-7,86,"155,6",-60,22,"67,8",-15,489,"40,9",24,555,"40,9",98,116,"40,9",-44,15,"40,9",-6,64,"40,9",10
11/01/2022,11/01/2022,FCR,1,NEGPOS_16_20,"19,39",73,"19,39",-9,86,"221,4",-60,22,"67,8",-15,489,"19,39",145,555,"19,39",12,116,"19,39",-48,15,"19,39",-15,64,"19,39",-10
11/01/2022,11/01/2022,FCR,1,NEGPOS_20_24,"100,12",73,"100,12",23,86,"117,84",-60,22,"100,12",-14,489,"100,12",2,555,"100,12",105,116,"100,12",-44,15,"100,12",-7,64,"100,12",-5
12/01/2022,12/01/2022,FCR,1,NEGPOS_00_04,"69,9",73,"69,9",34,86,"69,9",-56,22,"69,9",-14,489,"69,9",-25,555,"69,9",147,116,"69,9",-44,15,"69,9",-15,64,"69,9",-27
12/01/2022,12/01/2022,FCR,1,NEGPOS_04_08,"132,64",73,"132,64",34,86,"132,64",-47,22,"132,64",-13,489,"132,64",-50,555,"132,64",134,116,"132,64",-44,15,"132,64",-9,64,"132,64",-4
12/01/2022,12/01/2022,FCR,1,NEGPOS_08_12,19,73,19,9,86,"300,6",-60,22,"33,56",-15,489,19,113,555,19,21,116,19,-48,15,19,-15,64,19,-5
12/01/2022,12/01/2022,FCR,1,NEGPOS_12_16,34,73,34,11,86,"246,84",-60,22,34,-14,489,34,22,555,34,84,116,34,-48,15,34,-11,64,34,16
12/01/2022,12/01/2022,FCR,1,NEGPOS_16_20,16,73,16,5,86,"347,36",-60,22,"33,56",-15,489,"4,48",146,555,16,21,116,16,-48,15,16,-15,64,16,-34
12/01/2022,12/01/2022,FCR,1,NEGPOS_20_24,"90,65",73,"90,65",49,86,"170,4",-60,22,"90,65",-14,489,"90,65",-46,555,"90,65",106,116,"90,65",-44,15,"90,65",-14,64,"90,65",34
13/01/2022,13/01/2022,FCR,1,NEGPOS_00_04,50,73,50,20,86,50,-60,22,50,-14,489,50,-14,555,50,163,116,50,-44,15,50,-15,64,50,-36
13/01/2022,13/01/2022,FCR,1,NEGPOS_04_08,"139,23",73,"139,23",31,86,"139,23",-57,22,"139,23",-13,489,"139,23",-32,555,"139,23",124,116,"139,23",-44,15,"139,23",-9,64,"139,23",0
13/01/2022,13/01/2022,FCR,1,NEGPOS_08_12,"31,68",73,"31,68",9,86,"254,04",-60,22,"33,56",-15,489,"31,68",116,555,"31,68",-1,116,"31,68",-58,15,"31,68",-13,64,"31,68",22
13/01/2022,13/01/2022,FCR,1,NEGPOS_12_16,34,73,34,17,86,"221,2",-60,22,34,-14,489,34,25,555,34,80,116,34,-54,15,34,-11,64,34,17
13/01/2022,13/01/2022,FCR,1,NEGPOS_16_20,16,73,16,5,86,"310,44",-60,22,"33,56",-15,489,"9,88",146,555,16,14,116,16,-54,15,16,-15,64,16,-21
13/01/2022,13/01/2022,FCR,1,NEGPOS_20_24,"46,67",73,"46,67",25,86,"126,2",-60,22,"46,67",-14,489,"46,67",-5,555,"46,67",149,116,"46,67",-40,15,"46,67",-14,64,"46,67",-38
14/01/2022,14/01/2022,FCR,1,NEGPOS_00_04,"56,4",73,"56,4",10,86,"56,4",-57,22,"56,4",-6,489,"56,4",-36,555,51,167,116,"56,4",-40,15,"56,4",-15,64,"56,4",-23
14/01/2022,14/01/2022,FCR,1,NEGPOS_04_08,"86,7",73,"86,7",12,86,"93,76",-60,22,"86,7",-13,489,"86,7",-37,555,"86,7",159,116,"86,7",-44,15,"86,7",-15,64,"86,7",-2
14/01/2022,14/01/2022,FCR,1,NEGPOS_08_12,"16,3",73,"16,3",-14,86,"267,16",-60,22,"33,56",-15,489,11,146,555,"16,3",28,116,"16,3",-48,15,"16,3",-15,64,"16,3",-22
14/01/2022,14/01/2022,FCR,1,NEGPOS_12_16,29,73,29,-16,86,"180,2",-60,22,"33,56",-15,489,29,42,555,29,119,116,29,-48,15,29,-15,64,29,-7
14/01/2022,14/01/2022,FCR,1,NEGPOS_16_20,20,73,20,-14,86,"258,88",-60,22,"33,56",-15,489,"3,64",146,555,20,32,116,20,-48,15,20,-15,64,20,-26
14/01/2022,14/01/2022,FCR,1,NEGPOS_20_24,"21,72",73,"21,72",-16,86,"214,04",-60,22,"33,56",-15,489,"21,72",138,555,"21,72",66,116,"21,72",-54,15,"21,72",-15,64,31,-44
15/01/2022,15/01/2022,FCR,1,NEGPOS_00_04,32,73,32,-7,86,"64,68",-60,22,"33,56",-15,489,32,49,555,32,110,116,32,-44,15,32,-15,64,32,-18
15/01/2022,15/01/2022,FCR,1,NEGPOS_04_08,"42,36",73,"42,36",-5,86,"42,36",-57,22,"42,36",-14,489,"42,36",4,555,"42,36",158,116,"42,36",-44,15,"42,36",-15,64,"42,36",-27
15/01/2022,15/01/2022,FCR,1,NEGPOS_08_12,"19,24",73,"19,24",-2,86,"146,68",-60,22,"33,56",-15,489,11,146,555,"19,24",29,116,"19,24",-48,15,"19,24",-15,64,"19,24",-35
15/01/2022,15/01/2022,FCR,1,NEGPOS_12_16,30,73,30,7,86,"83,48",-60,22,"33,56",-15,489,30,14,555,30,149,116,30,-44,15,30,-13,64,30,-38
15/01/2022,15/01/2022,FCR,1,NEGPOS_16_20,16,73,16,-7,86,"202,12",-60,22,"33,56",-15,489,11,146,555,16,26,116,16,-48,15,16,-15,64,16,-27
15/01/2022,15/01/2022,FCR,1,NEGPOS_20_24,14,73,14,-7,86,"122,84",-60,22,"33,56",-15,489,14,129,555,14,56,116,14,-54,15,14,-15,64,14,-34
16/01/2022,16/01/2022,FCR,1,NEGPOS_00_04,"55,2",73,"55,2",7,86,"130,68",-60,22,"55,2",-13,489,"55,2",62,555,"55,2",95,116,"55,2",-44,15,"55,2",-15,64,"55,2",-32
16/01/2022,16/01/2022,FCR,1,NEGPOS_04_08,100,73,100,25,86,"199,96",-60,22,100,-13,489,100,-27,555,100,147,116,100,-40,15,100,-10,64,100,-22
16/01/2022,16/01/2022,FCR,1,NEGPOS_08_12,80,73,80,35,86,"111,72",-60,22,80,-13,489,80,-7,555,80,112,116,80,-40,15,80,-10,64,80,-17
16/01/2022,16/01/2022,FCR,1,NEGPOS_12_16,80,73,80,35,86,"156,84",-60,22,80,-13,489,80,18,555,80,102,116,80,-40,15,80,-14,64,80,-28
16/01/2022,16/01/2022,FCR,1,NEGPOS_16_20,"55,2",73,"55,2",20,86,"76,24",-60,22,"55,2",-13,489,"55,2",36,555,"55,2",90,116,"55,2",-40,15,"55,2",-6,64,"55,2",-27
16/01/2022,16/01/2022,FCR,1,NEGPOS_20_24,"83,8",73,"83,8",25,86,"83,8",-57,22,"83,8",-13,489,"83,8",52,555,"83,8",14,116,"83,8",-40,15,"83,8",-13,64,"83,8",32
17/01/2022,17/01/2022,FCR,1,NEGPOS_00_04,"133,76",73,"133,76",10,86,"154,52",-60,22,"133,76",-12,489,"133,76",96,555,"133,76",-5,116,"133,76",-40,15,"133,76",-9,64,"133,76",20
17/01/2022,17/01/2022,FCR,1,NEGPOS_04_08,134,73,134,10,86,"139,2",-60,22,134,-12,489,134,60,555,134,98,116,134,-50,15,134,-9,64,134,-23
17/01/2022,17/01/2022,FCR,1,NEGPOS_08_12,20,73,20,-13,86,"167,24",-60,22,"53,2",-15,489,11,146,555,20,-3,116,20,-50,15,20,-15,64,20,10
17/01/2022,17/01/2022,FCR,1,NEGPOS_12_16,40,73,40,-12,86,"84,68",-60,22,"53,2",-15,489,40,10,555,40,140,116,40,-50,15,40,-13,64,40,0
17/01/2022,17/01/2022,FCR,1,NEGPOS_16_20,24,73,24,-13,86,"236,6",-60,22,"53,2",-15,489,11,146,555,24,6,116,24,-54,15,24,-15,64,24,5
17/01/2022,17/01/2022,FCR,1,NEGPOS_20_24,"31,68",73,"31,68",-15,86,"143,96",-60,22,"53,2",-15,489,"31,68",68,555,"31,68",100,116,"31,68",-54,15,"31,68",-13,64,"31,68",-11
18/01/2022,18/01/2022,FCR,1,NEGPOS_00_04,75,73,75,18,86,75,-57,22,75,-14,489,75,-19,555,75,165,116,75,-54,15,75,-15,64,75,-24
18/01/2022,18/01/2022,FCR,1,NEGPOS_04_08,"77,48",73,"77,48",18,86,"77,48",-57,22,"77,48",-14,489,"77,48",-23,555,"77,48",166,116,"77,48",-54,15,"77,48",-15,64,"77,48",-20
18/01/2022,18/01/2022,FCR,1,NEGPOS_08_12,13,73,13,-12,86,"185,4",-60,22,"46,98",-15,489,"2,56",146,555,13,5,116,13,-54,15,13,-15,64,13,5
18/01/2022,18/01/2022,FCR,1,NEGPOS_12_16,20,73,20,-8,86,"133,48",-60,22,"46,98",-15,489,20,145,555,20,23,116,20,-54,15,20,-15,64,20,-16
18/01/2022,18/01/2022,FCR,1,NEGPOS_16_20,15,73,15,-10,86,"222,28",-60,22,"46,98",-15,489,"2,56",146,555,15,3,116,15,-54,15,15,-15,64,15,5
18/01/2022,18/01/2022,FCR,1,NEGPOS_20_24,"22,2",73,"22,2",-8,86,"99,88",-60,22,"46,98",-15,489,"22,2",61,555,"22,2",115,116,"22,2",-54,15,"22,2",-15,64,"22,2",-24
19/01/2022,19/01/2022,FCR,1,NEGPOS_00_04,"97,1",73,"97,1",8,86,"97,1",-57,22,"97,1",-13,489,"97,1",-19,555,80,167,116,"97,1",-54,15,"97,1",-15,64,"97,1",-17
19/01/2022,19/01/2022,FCR,1,NEGPOS_04_08,"119,24",73,"119,24",17,86,"119,24",-57,22,"119,24",-13,489,"119,24",-22,555,"78,8",167,116,"119,24",-54,15,"119,24",-9,64,"119,24",-29
19/01/2022,19/01/2022,FCR,1,NEGPOS_08_12,24,73,24,-3,86,"209,52",-60,22,"53,69",-15,489,11,146,555,24,34,116,24,-64,15,24,-15,64,24,-23
19/01/2022,19/01/2022,FCR,1,NEGPOS_12_16,30,73,30,-1,86,"126,08",-60,22,"53,69",-15,489,30,40,555,30,77,116,30,-60,15,30,-15,64,30,34
19/01/2022,19/01/2022,FCR,1,NEGPOS_16_20,35,73,35,25,86,"149,04",-60,22,"53,69",-15,489,35,138,555,35,7,116,35,-59,15,35,-8,64,35,-28
19/01/2022,19/01/2022,FCR,1,NEGPOS_20_24,"100,97",73,"100,97",16,86,"100,97",-57,22,"100,97",-13,489,"100,97",44,555,"100,97",79,116,"100,97",-50,15,"100,97",-9,64,"100,97",-10
20/01/2022,20/01/2022,FCR,1,NEGPOS_00_04,"174,76",73,"174,76",17,86,"218,28",-60,22,"174,76",-10,489,"174,76",19,555,"174,76",74,116,"174,76",-50,15,"174,76",-9,64,"174,76",19
20/01/2022,20/01/2022,FCR,1,NEGPOS_04_08,"127,08",73,"127,08",17,86,"151,4",-60,22,"127,08",-11,489,"127,08",8,555,"127,08",114,116,"127,08",-50,15,"127,08",-9,64,"127,08",-9
20/01/2022,20/01/2022,FCR,1,NEGPOS_08_12,15,73,15,-7,86,"49,88",-60,22,"33,56",-15,489,"3,72",146,555,15,-13,116,15,-50,15,15,-15,64,15,14
20/01/2022,20/01/2022,FCR,1,NEGPOS_12_16,25,73,25,-4,86,25,-57,22,"33,56",-15,489,25,75,555,25,67,116,25,-50,15,25,-15,64,25,-1
20/01/2022,20/01/2022,FCR,1,NEGPOS_16_20,19,73,19,-5,86,"166,68",-60,22,"33,56",-15,489,19,118,555,19,5,116,19,-50,15,19,-15,64,19,22
20/01/2022,20/01/2022,FCR,1,NEGPOS_20_24,30,73,30,-3,86,97,-60,22,"33,56",-15,489,30,106,555,30,81,116,30,-50,15,30,-15,64,"58,69",-44
21/01/2022,21/01/2022,FCR,1,NEGPOS_00_04,90,73,90,6,86,90,-57,22,90,-13,489,90,45,555,90,117,116,90,-50,15,90,-15,64,90,-33
21/01/2022,21/01/2022,FCR,1,NEGPOS_04_08,"107,3",73,"107,3",6,86,"107,3",-57,22,"107,3",-12,489,"107,3",6,555,"107,3",109,116,"107,3",-50,15,"107,3",-9,64,"107,3",7
21/01/2022,21/01/2022,FCR,1,NEGPOS_08_12,32,73,32,-10,86,"192,68",-60,22,"67,9",-15,489,32,79,555,32,47,116,32,-50,15,32,-14,64,32,23
21/01/2022,21/01/2022,FCR,1,NEGPOS_12_16,29,73,29,-9,86,"169,96",-60,22,"67,9",-15,489,29,48,555,29,70,116,29,-50,15,29,-15,64,29,31
21/01/2022,21/01/2022,FCR,1,NEGPOS_16_20,"27,6",73,"27,6",-10,86,"222,52",-60,22,"67,9",-15,489,"27,6",140,555,"27,6",27,116,"27,6",-50,15,"27,6",-15,64,"27,6",-17
21/01/2022,21/01/2022,FCR,1,NEGPOS_20_24,20,73,20,-10,86,"138,68",-60,22,"67,9",-15,489,20,108,555,20,86,116,20,-50,15,20,-15,64,48,-44
22/01/2022,22/01/2022,FCR,1,NEGPOS_00_04,85,73,85,0,86,85,-57,22,85,-13,489,85,39,555,85,133,116,85,-50,15,85,-15,64,"94,43",-37
22/01/2022,22/01/2022,FCR,1,NEGPOS_04_08,105,73,105,0,86,105,-57,22,105,-13,489,105,8,555,105,159,116,105,-50,15,105,-10,64,105,-37
